id,date,text,lang,source,annotations
441330HAN330-12819179,2024-06-12,The amendment is needed to ensure that the information sharing provisions found in the bill are the same for individuals and entities.,EN,parliament,"{""manual_themes"": [""theme_governments_governance""], ""manual_sentiment"": ""sentiment_neutral"", ""manual_specific_themes"": []}"
441330HAN330-12819963,2024-06-12,"I think it is important to say that I do not think I have ever seen a bill with so many substantial changes to critical areas of law pass so very quickly as this one.The concerns are also not just that the bill would have potentially charter-violating implications, as raised by the Canadian Civil Liberties Association.",EN,parliament,"{""manual_themes"": [""theme_rights_liberties_minorities_discrimination"", ""theme_governments_governance""], ""manual_sentiment"": ""sentiment_negative"", ""manual_specific_themes"": []}"
441330HAN330-12820336,2024-06-12,"Speaker, the previous speaker clearly has a selective memory.",EN,parliament,"{""manual_themes"": [], ""manual_sentiment"": ""sentiment_negative"", ""manual_specific_themes"": []}"
441331HAN331-12822101,2024-06-13,"En résumé, la pétition demande à ce gouvernement de proposer des actions concrètes afin d’éviter que des personnes échappent à la justice canadienne.Les pétitionnaires espèrent que le gouvernement prendra le temps de réfléchir sur les options possibles, ce qui comprendra des pistes de solutions concrètes afin d’améliorer le système judiciaire au Canada au bénéfice des victimes.La famille de Nancy et de Loïc mérite une réponse sérieuse et détaillée de la part du gouvernement.",FR,parliament,"{""manual_themes"": [""theme_law_and_crime""], ""manual_sentiment"": ""sentiment_neutral"", ""manual_specific_themes"": []}"
441331HAN331-12822126,2024-06-13,"Madam Speaker, it is a great honour to rise to present a petition on behalf of hundreds of Canadians from coast to coast to coast.",EN,parliament,"{""manual_themes"": [], ""manual_sentiment"": ""sentiment_positive"", ""manual_specific_themes"": []}"
441331HAN331-12822666,2024-06-13,"During his remarks in English, he said the opposite.",EN,parliament,"{""manual_themes"": [], ""manual_sentiment"": ""sentiment_neutral"", ""manual_specific_themes"": []}"
441331HAN331-12823581,2024-06-13,"What they are asking for is data, and they not asking for anything that is really compiled in a way that is presentable.",EN,parliament,"{""manual_themes"": [], ""manual_sentiment"": ""sentiment_neutral"", ""manual_specific_themes"": []}"
441331HAN331-12823833,2024-06-13,"They have the gall to come out and say, “Look at us.",EN,parliament,"{""manual_themes"": [], ""manual_sentiment"": ""sentiment_negative"", ""manual_specific_themes"": []}"
441331HAN331-12824144,2024-06-13,"Monsieur le Président, hier, lorsqu'on lui a demandé s'il allait appuyer le droit à la négociation collective des cheminots représentés par les Teamsters, le ministre du Travail a vanté le taux de réussite du gouvernement lorsqu'il s'agit de bafouer les droits des travailleurs à négocier une entente équitable.",FR,parliament,"{""manual_themes"": [""theme_labor"", ""theme_governments_governance""], ""manual_sentiment"": ""sentiment_negative"", ""manual_specific_themes"": []}"
441331HAN331-12824183,2024-06-13,"La nouvelle taxe est dévastatrice pour tout le monde, de la ferme à la table.",FR,parliament,"{""manual_themes"": [""theme_agriculture"", ""theme_macroeconomics""], ""manual_sentiment"": ""sentiment_negative"", ""manual_specific_themes"": []}"
441331HAN331-12824236,2024-06-13,Nous nous battrons pour les Canadiens sur toute la ligne.,FR,parliament,"{""manual_themes"": [], ""manual_sentiment"": ""sentiment_positive"", ""manual_specific_themes"": []}"
441331HAN331-12824443,2024-06-13,"I wonder if the member could comment on this new revelation and on whether she knew of this information, as a Liberal MP, before it was released today.",EN,parliament,"{""manual_themes"": [], ""manual_sentiment"": ""sentiment_neutral"", ""manual_specific_themes"": []}"
441331HAN331-12826234,2024-06-13,"I want to quote from a letter I received the other day from a small business owner in Bragg Creek, Alberta, one of my constituents.",EN,parliament,"{""manual_themes"": [""theme_domestic_commerce""], ""manual_sentiment"": ""sentiment_neutral"", ""manual_specific_themes"": []}"
441331HAN331-12826695,2024-06-13,It was that the government does not measure the annual amount of emissions that are directly reduced by federal carbon pricing.,EN,parliament,"{""manual_themes"": [""theme_environment"", ""theme_macroeconomics""], ""manual_sentiment"": ""sentiment_neutral"", ""manual_specific_themes"": []}"
441331HAN331-12826807,2024-06-13,"What is more, in their emotional speeches, they have the nerve to tell us that they are inspired by Quebec, which is ahead of the rest of Canada on the social front.",EN,parliament,"{""manual_themes"": [""theme_social_welfare""], ""manual_sentiment"": ""sentiment_negative"", ""manual_specific_themes"": []}"
441331HAN331-12827062,2024-06-13,"Si un député participant en personne désire que la motion soit adoptée ou adoptée avec dissidence ou si un député d'un parti reconnu participant en personne désire demander un vote par appel nominal, je l’invite à se lever et à l’indiquer à la présidence.",FR,parliament,"{""manual_themes"": [""theme_governments_governance""], ""manual_sentiment"": ""sentiment_neutral"", ""manual_specific_themes"": []}"
441331HAN331-12827178,2024-06-13,"In October 2018, this was changed to $15.2 million, three times what it had been less than a year earlier, but that was just the beginning.",EN,parliament,"{""manual_themes"": [], ""manual_sentiment"": ""sentiment_negative"", ""manual_specific_themes"": []}"
441331HAN331-12827240,2024-06-13,"Si un député participant en personne désire que la motion soit adoptée ou adoptée avec dissidence ou si un député d'un parti reconnu participant en personne désire demander un vote par appel nominal, je l'invite à se lever et à l'indiquer à la présidence.",FR,parliament,"{""manual_themes"": [], ""manual_sentiment"": ""sentiment_neutral"", ""manual_specific_themes"": []}"
441332HAN332-12828292,2024-06-14,Quand le « Bloc libéral » va-t-il arrêter de piger dans les poches de la classe moyenne pour payer le gaspillage centralisateur du gouvernement fédéral libéral colossal?,FR,parliament,"{""manual_themes"": [""theme_governments_governance"", ""theme_macroeconomics""], ""manual_sentiment"": ""sentiment_negative"", ""manual_specific_themes"": []}"
441333HAN333-12830848,2024-06-17,"Il prétend ignorer l'incidence probable de cette hausse d'impôt sur les Canadiens de la classe moyenne, qui seront les seuls à la subir.",FR,parliament,"{""manual_themes"": [""theme_macroeconomics""], ""manual_sentiment"": ""sentiment_negative"", ""manual_specific_themes"": [""specific_themes_public_finance""]}"
441333HAN333-12830981,2024-06-17,Il veut modifier cela en comité.,FR,parliament,"{""manual_themes"": [], ""manual_sentiment"": ""sentiment_neutral"", ""manual_specific_themes"": []}"
441333HAN333-12830986,2024-06-17,Comment est-ce que ça a du gros bon sens?,FR,parliament,"{""manual_themes"": [], ""manual_sentiment"": ""sentiment_neutral"", ""manual_specific_themes"": []}"
441333HAN333-12831018,2024-06-17,Je remercie mes collègues pour cet effort non partisan.,FR,parliament,"{""manual_themes"": [], ""manual_sentiment"": ""sentiment_positive"", ""manual_specific_themes"": []}"
441333HAN333-12831158,2024-06-17,Va-t-il annoncer qu'il annule ces coupes?,FR,parliament,"{""manual_themes"": [""theme_macroeconomics""], ""manual_sentiment"": ""sentiment_neutral"", ""manual_specific_themes"": []}"
441333HAN333-12831162,2024-06-17,"Monsieur le Président, je remercie ma collègue de sa question.",FR,parliament,"{""manual_themes"": [], ""manual_sentiment"": ""sentiment_positive"", ""manual_specific_themes"": []}"
441333HAN333-12831942,2024-06-17,"C'est pourquoi nous avons pensé que le projet de loi qui nous est soumis, inspiré dans une très large mesure du travail de notre collègue de Nunavut, donnerait précisément à Élections Canada l'autorité et la capacité de veiller à ce que les habitants de son territoire, de sa circonscription et d'autres communautés autochtones puissent exercer leurs droits, notamment en disposant d'un bulletin de vote dans leur propre langue.",FR,parliament,"{""manual_themes"": [""theme_governments_governance"", ""theme_rights_liberties_minorities_discrimination""], ""manual_sentiment"": ""sentiment_positive"", ""manual_specific_themes"": []}"
441333HAN333-12832819,2024-06-17,"I can suggest to you that the programs being put in place would have a positive, profound impact by working with other levels of government, contrary to the position that the Conservatives have, which is to cut the funding and beat the municipalities over the head to try to get them to build more homes.",EN,parliament,"{""manual_themes"": [""theme_governments_governance"", ""theme_housing""], ""manual_sentiment"": ""sentiment_negative"", ""manual_specific_themes"": []}"
441333HAN333-12832832,2024-06-17,"Up until now, until the NDP forced the Liberals to actually make investments in affordable housing, we saw very little action for affordable housing.",EN,parliament,"{""manual_themes"": [""theme_housing""], ""manual_sentiment"": ""sentiment_negative"", ""manual_specific_themes"": []}"
441333HAN333-12832893,2024-06-17,"That is why the Harper government was always in deficit, It was massive financial mismanagement.",EN,parliament,"{""manual_themes"": [""theme_macroeconomics""], ""manual_sentiment"": ""sentiment_negative"", ""manual_specific_themes"": []}"
441333HAN333-12832963,2024-06-17,"Madam Speaker, do members know who is going to be upset when we form government?",EN,parliament,"{""manual_themes"": [""theme_governments_governance""], ""manual_sentiment"": ""sentiment_neutral"", ""manual_specific_themes"": []}"
441334HAN334-12834993,2024-06-18,"Is that not worth at least giving some thought to and, at the very least, sending this legislation to committee?",EN,parliament,"{""manual_themes"": [], ""manual_sentiment"": ""sentiment_neutral"", ""manual_specific_themes"": []}"
441334HAN334-12835009,2024-06-18,"I think those names should be in the record of the House; however, the rules prevent me from naming them.",EN,parliament,"{""manual_themes"": [], ""manual_sentiment"": ""sentiment_negative"", ""manual_specific_themes"": []}"
441334HAN334-12835961,2024-06-18,"For the very first time, in this budget, there is the single-largest increase to establish a disability program.",EN,parliament,"{""manual_themes"": [""theme_macroeconomics"", ""theme_social_welfare"", ""theme_health""], ""manual_sentiment"": ""sentiment_positive"", ""manual_specific_themes"": []}"
441334HAN334-12836222,2024-06-18,"It does not work like that, and that is why they are not tracking it.",EN,parliament,"{""manual_themes"": [], ""manual_sentiment"": ""sentiment_neutral"", ""manual_specific_themes"": []}"
441334HAN334-12836528,2024-06-18,"In 2021, my party successfully amended the budget implementation bill to close the federal office responsible for creating a single securities commission.",EN,parliament,"{""manual_themes"": [""theme_governments_governance"", ""theme_macroeconomics""], ""manual_sentiment"": ""sentiment_positive"", ""manual_specific_themes"": []}"
441334HAN334-12836816,2024-06-18,"Bref, en utilisant son pouvoir sur les banques pour réglementer l’ensemble des entreprises qui interagissent avec elles, Ottawa tente d’évincer le Québec et les provinces du monde de la finance, ce qu’il a échoué à faire en tentant de réglementer les valeurs mobilières.Plutôt que la voie unilatérale et centralisatrice, Ottawa aurait dû choisir la coopération: convoquer une rencontre fédérale-provinciale des ministres des Finances à une rencontre de travail sur le système financier ouvert; tenter d’en sortir avec une déclaration commune par laquelle les gouvernements annonceraient leur intention de développer une approche réglementaire commune avec une échéance claire, par exemple 2025 — la mise en place d’un bureau fédéral-provincial de coordination pourrait être prévue; envoyer un message clair à l’ensemble des institutions financières, pas seulement aux banques, pour qu’elles s’entendent sur une technologie commune, notamment un protocole de transfert sécurisé d'information, parce que le système bancaire ouvert s'en vient; se mettre au travail sur une réglementation commune, notamment sur des règles d’accréditation des entreprises de technologie financière, des normes de sécurité, la clarification des responsabilités financières, la protection des consommateurs et des données.Nous avons demandé au gouvernement de retirer la section sur le système bancaire ouvert qui centralise ce secteur uniquement au niveau fédéral, de prendre quelques mois pour se coordonner avec les différents acteurs et les provinces, et de nous revenir à l’automne avec un cadre qui respecte les différentes juridictions et qui ne lèse pas les institutions sous compétence provinciale.",FR,parliament,"{""manual_themes"": [""theme_governments_governance"", ""theme_macroeconomics""], ""manual_sentiment"": ""sentiment_neutral"", ""manual_specific_themes"": []}"
441334HAN334-12836880,2024-06-18,"Madame la Présidente, c'est un gros problème pour nous dans ce projet de loi.Ce projet de loi fait 660 pages et modifie ou crée 67 lois.",FR,parliament,"{""manual_themes"": [""theme_governments_governance""], ""manual_sentiment"": ""sentiment_negative"", ""manual_specific_themes"": []}"
441334HAN334-12836905,2024-06-18,Il n'y a pas eu non plus d'augmentation des investissements avec la diminution du taux d'inclusion des gains en capital depuis l'an 2000.,FR,parliament,"{""manual_themes"": [""theme_macroeconomics""], ""manual_sentiment"": ""sentiment_neutral"", ""manual_specific_themes"": []}"
441334HAN334-12837207,2024-06-18,"Madame la Présidente, je remercie le député de sa question parce que, au final, les conservateurs ont un plan simple, et je sais que le député pourrait probablement le répéter textuellement: nous allons abolir la taxe.",FR,parliament,"{""manual_themes"": [""theme_macroeconomics""], ""manual_sentiment"": ""sentiment_neutral"", ""manual_specific_themes"": []}"
441334HAN334-12837300,2024-06-18,"Cela vient de dictateurs étrangers qui contrôlent leur pays et qui veulent étendre ce contrôle au Canada.Nous devons nous assurer d'offrir un accès complet à tous les Canadiens lors de la prochaine campagne électorale, d'ouvrir les bureaux de scrutin plus tôt pour le vote par anticipation et faire en sorte que les élections soient libres et justes.",FR,parliament,"{""manual_themes"": [""theme_governments_governance"", ""theme_international_affairs""], ""manual_sentiment"": ""sentiment_neutral"", ""manual_specific_themes"": []}"
441335HAN335-12838209,2024-06-19,C'est ce à quoi les gens s'attendent d'un gouvernement responsable.,FR,parliament,"{""manual_themes"": [""theme_governments_governance""], ""manual_sentiment"": ""sentiment_neutral"", ""manual_specific_themes"": []}"
441335HAN335-12838304,2024-06-19,"Voilà un autre impôt ciblant la classe moyenne, courtoisie du premier ministre qui ne tient pas ses promesses.Si ces Canadiens ont tort et qu'ils ne seront pas frappés par cet impôt, le premier ministre annoncera-t-il qu'il modifiera la loi qui hausse cet impôt afin d'y soustraire quiconque gagne moins de 100 000 $ par année?",FR,parliament,"{""manual_themes"": [""theme_macroeconomics""], ""manual_sentiment"": ""sentiment_negative"", ""manual_specific_themes"": []}"
441335HAN335-12838452,2024-06-19,"I regret that the hon. opposition House leader does not have unanimous consent.Rising on a point of order, the hon. member for Willowdale.",EN,parliament,"{""manual_themes"": [], ""manual_sentiment"": ""sentiment_negative"", ""manual_specific_themes"": []}"
441337HAN337-12856805,2024-09-17,Les dépenses en matière de consultation ont explosé.,FR,parliament,"{""manual_themes"": [""theme_macroeconomics""], ""manual_sentiment"": ""sentiment_negative"", ""manual_specific_themes"": []}"
441337HAN337-12859622,2024-09-17,The department was unable to provide accurate information.,EN,parliament,"{""manual_themes"": [], ""manual_sentiment"": ""sentiment_negative"", ""manual_specific_themes"": []}"
441338HAN338-12860974,2024-09-18,"They are finding that, due to the monopolistic behaviour of movie chains, South Indian movies are not available and that some movie theatres have been subjected to recurring acts of vandalism.",EN,parliament,"{""manual_themes"": [""theme_law_and_crime"", ""theme_culture_nationalism""], ""manual_sentiment"": ""sentiment_negative"", ""manual_specific_themes"": []}"
441338HAN338-12862239,2024-09-18,Nous devrions tous exprimer notre gratitude à ces organismes et ces particuliers qui ont fait en sorte que ce jour arrive.,FR,parliament,"{""manual_themes"": [], ""manual_sentiment"": ""sentiment_positive"", ""manual_specific_themes"": []}"
441338HAN338-12862499,2024-09-18,C'est ce que je vais faire.,FR,parliament,"{""manual_themes"": [], ""manual_sentiment"": ""sentiment_neutral"", ""manual_specific_themes"": []}"
441338HAN338-12862675,2024-09-18,"Avant ça, il y a eu un amendement des conservateurs qui a été rejeté, mais il y a aussi eu un représentant du gouvernement qui s'est prononcé sur la question.",FR,parliament,"{""manual_themes"": [""theme_governments_governance""], ""manual_sentiment"": ""sentiment_neutral"", ""manual_specific_themes"": []}"
441339HAN339-12863812,2024-09-19,"It has increased its development charges by over 1,000% in a decade, yet the government gave it $471 million to accelerate housing.",EN,parliament,"{""manual_themes"": [""theme_housing""], ""manual_sentiment"": ""sentiment_negative"", ""manual_specific_themes"": []}"
441339HAN339-12864749,2024-09-19,The government needs to build more housing co-ops and take care of existing housing co-ops.,EN,parliament,"{""manual_themes"": [""theme_housing""], ""manual_sentiment"": ""sentiment_neutral"", ""manual_specific_themes"": []}"
441339HAN339-12866466,2024-09-19,"Legault a fait son lit avec les conservateurs, les Québécois l'ont remis à sa place.",FR,parliament,"{""manual_themes"": [], ""manual_sentiment"": ""sentiment_negative"", ""manual_specific_themes"": []}"
441339HAN339-12866719,2024-09-19,"Monsieur le Président, nous allons faire des coupes dans les taxes et les impôts ainsi que dans les augmentations de coûts pour les Québécois.",FR,parliament,"{""manual_themes"": [""theme_macroeconomics""], ""manual_sentiment"": ""sentiment_neutral"", ""manual_specific_themes"": []}"
441339HAN339-12866867,2024-09-19,"Speaker, did she actually just say that we should be ashamed of how we treat our fellow Canadians?",EN,parliament,"{""manual_themes"": [], ""manual_sentiment"": ""sentiment_negative"", ""manual_specific_themes"": []}"
441339HAN339-12866875,2024-09-19,"Speaker, if that member wants to talk about entitlements, he should talk to the leader of his party who has a calculated $2 million pension and who lives in government housing, while at the same time looking to cut the pensions of Canadians, raise the age of retirement from 65 to 67, and cut the Canada child benefit and other benefits that help Canadians.",EN,parliament,"{""manual_themes"": [""theme_labor"", ""theme_social_welfare"", ""theme_governments_governance""], ""manual_sentiment"": ""sentiment_negative"", ""manual_specific_themes"": []}"
441339HAN339-12867201,2024-09-19,There are difficulties with the military justice system.,EN,parliament,"{""manual_themes"": [""theme_defense"", ""theme_law_and_crime""], ""manual_sentiment"": ""sentiment_negative"", ""manual_specific_themes"": []}"
441339HAN339-12867729,2024-09-19,"These reports include the 2015 Deschamps report; the 2018 Auditor General report on inappropriate sexual behaviour in the Canadian Armed Forces; the 2021 Justice Fish report; the 2021 DND-CAF ombudsman report on sexual misconduct; and the 2021 “Eliminating Sexual Misconduct Within the Canadian Armed Forces” report from the status of women committee, which my colleague the member for Sarnia—Lambton alluded to in her question to the previous Liberal speaker.",EN,parliament,"{""manual_themes"": [""theme_defense"", ""theme_law_and_crime"", ""theme_rights_liberties_minorities_discrimination""], ""manual_sentiment"": ""sentiment_negative"", ""manual_specific_themes"": []}"
441340HAN340-12869836,2024-09-20,"We had done all kinds of things as a municipality, but in Parry Sound—Muskoka oftentimes homelessness is hidden.",EN,parliament,"{""manual_themes"": [""theme_housing"", ""theme_social_welfare""], ""manual_sentiment"": ""sentiment_negative"", ""manual_specific_themes"": []}"
441340HAN340-12870067,2024-09-20,J'en ai parlé plus tôt.,FR,parliament,"{""manual_themes"": [], ""manual_sentiment"": ""sentiment_neutral"", ""manual_specific_themes"": []}"
441342HAN342-12875020,2024-09-24,"Pour accomplir de grandes choses, nous devons faire en sorte que les Canadiens soient au premier plan.",FR,parliament,"{""manual_themes"": [], ""manual_sentiment"": ""sentiment_positive"", ""manual_specific_themes"": []}"
441342HAN342-12875044,2024-09-24,"La vie coûte plus cher, et le travail ne rapporte pas.",FR,parliament,"{""manual_themes"": [""theme_labor""], ""manual_sentiment"": ""sentiment_negative"", ""manual_specific_themes"": []}"
441342HAN342-12875078,2024-09-24,"Nous sommes là pour défendre les droits et les occasions économiques des Canadiens, pour défendre notre pays et l'économie canadienne, alors que les conservateurs ne veulent pas les défendre.",FR,parliament,"{""manual_themes"": [""theme_macroeconomics""], ""manual_sentiment"": ""sentiment_neutral"", ""manual_specific_themes"": []}"
441342HAN342-12875153,2024-09-24,Les propos des libéraux sont basés sur des faits.,FR,parliament,"{""manual_themes"": [], ""manual_sentiment"": ""sentiment_neutral"", ""manual_specific_themes"": []}"
441342HAN342-12875448,2024-09-24,"La motion d'aujourd'hui viendrait nous faire choisir entre les libéraux et les conservateurs du Canada, mais c'est le Québec que nous choisissons.",FR,parliament,"{""manual_themes"": [], ""manual_sentiment"": ""sentiment_neutral"", ""manual_specific_themes"": []}"
441342HAN342-12876629,2024-09-24,C'est qu'on veut que ce premier ministre reste en place encore et encore.,FR,parliament,"{""manual_themes"": [""theme_governments_governance""], ""manual_sentiment"": ""sentiment_neutral"", ""manual_specific_themes"": []}"
441342HAN342-12877008,2024-09-24,"Charles et Mme MacDonald, dont la fille Brianna, âgée d'à peine 13 ans, est décédée dans un campement de sans-abri à la suite d'une surdose pas plus tard que le mois dernier.",FR,parliament,"{""manual_themes"": [""theme_health"", ""theme_housing"", ""theme_social_welfare""], ""manual_sentiment"": ""sentiment_negative"", ""manual_specific_themes"": [""specific_themes_welfare_state""]}"
441342HAN342-12877211,2024-09-24,Voilà le bilan du gouvernement actuel.Il n'y a qu'un libéral pour nous dire que la vie n'a jamais été aussi belle pour les Canadiens.,FR,parliament,"{""manual_themes"": [""theme_governments_governance""], ""manual_sentiment"": ""sentiment_negative"", ""manual_specific_themes"": []}"
441342HAN342-12877724,2024-09-24,"Ils ont donc servi aux travailleurs américains, à l'infrastructure américaine et aux pipelines américains, alors qu'ils auraient dû rester ici, chez nous.",FR,parliament,"{""manual_themes"": [""theme_foreign_trade"", ""theme_energy"", ""theme_labor""], ""manual_sentiment"": ""sentiment_negative"", ""manual_specific_themes"": []}"
441342HAN342-12877944,2024-09-24,I would like to remind all members that questions should be asked and answers should be directed through the Chair.,EN,parliament,"{""manual_themes"": [], ""manual_sentiment"": ""sentiment_neutral"", ""manual_specific_themes"": []}"
441342HAN342-12877969,2024-09-24,"If he ran away from that, how is he going to stand up for Canadians?",EN,parliament,"{""manual_themes"": [], ""manual_sentiment"": ""sentiment_negative"", ""manual_specific_themes"": []}"
441342HAN342-12878828,2024-09-24,We will absolutely see those flowers bloom.,EN,parliament,"{""manual_themes"": [], ""manual_sentiment"": ""sentiment_positive"", ""manual_specific_themes"": []}"
441343HAN343-12881322,2024-09-25,"They must have been watching that show, seeing the Prime Minister say that their unemployment, and their now poverty, was a “small issue”.",EN,parliament,"{""manual_themes"": [""theme_labor"", ""theme_social_welfare""], ""manual_sentiment"": ""sentiment_negative"", ""manual_specific_themes"": [""specific_themes_welfare_state""]}"
441343HAN343-12881399,2024-09-25,"Speaker, I thank the member for London West for that very important question.Canadian women are very concerned when they see the Conservative member for Cypress Hills—Grasslands going on an all-expenses-paid trip to Florida to promote a future where women do not have access to abortion.",EN,parliament,"{""manual_themes"": [""theme_rights_liberties_minorities_discrimination"", ""theme_international_affairs""], ""manual_sentiment"": ""sentiment_negative"", ""manual_specific_themes"": []}"
441343HAN343-12882445,2024-09-25,"I suspect, on average, each one has said it 10 times.",EN,parliament,"{""manual_themes"": [], ""manual_sentiment"": ""sentiment_neutral"", ""manual_specific_themes"": []}"
441343HAN343-12882686,2024-09-25,Les députés qui utilisent leur oreillette devront en régler le volume.,FR,parliament,"{""manual_themes"": [], ""manual_sentiment"": ""sentiment_neutral"", ""manual_specific_themes"": []}"
441343HAN343-12882877,2024-09-25,"Then we will see that all Canadians have access to it.To give a sense of it, there are 750,000 patients already, 2.4 million approvals and 21,000 providers or dentists.",EN,parliament,"{""manual_themes"": [""theme_health""], ""manual_sentiment"": ""sentiment_neutral"", ""manual_specific_themes"": []}"
441344HAN344-12884512,2024-09-26,"Cela veut dire aller plus vite, avancer.",FR,parliament,"{""manual_themes"": [], ""manual_sentiment"": ""sentiment_neutral"", ""manual_specific_themes"": []}"
441344HAN344-12884806,2024-09-26,C'est comme si on avait un rabais supplémentaire.,FR,parliament,"{""manual_themes"": [], ""manual_sentiment"": ""sentiment_neutral"", ""manual_specific_themes"": []}"
441344HAN344-12885436,2024-09-26,"Pour ce qui est du rappel au Règlement que le député vient de soulever, je devrai retourner écouter l'enregistrement et revenir à la Chambre au besoin.",FR,parliament,"{""manual_themes"": [""theme_governments_governance""], ""manual_sentiment"": ""sentiment_neutral"", ""manual_specific_themes"": []}"
441344HAN344-12885646,2024-09-26,Je n'aime pas la taxe sur le carbone.,FR,parliament,"{""manual_themes"": [""theme_environment"", ""theme_macroeconomics""], ""manual_sentiment"": ""sentiment_negative"", ""manual_specific_themes"": []}"
441344HAN344-12886359,2024-09-26,"Biden a eu recours à cette mesure au cours de la première année de son mandat, attirant ainsi des milliards de dollars d'investissement tout en générant des centaines de milliers d'emplois.",FR,parliament,"{""manual_themes"": [""theme_international_affairs""], ""manual_sentiment"": ""sentiment_positive"", ""manual_specific_themes"": []}"
441344HAN344-12886378,2024-09-26,Mais qu'en est‑il des hôpitaux?,FR,parliament,"{""manual_themes"": [""theme_health""], ""manual_sentiment"": ""sentiment_neutral"", ""manual_specific_themes"": []}"
441344HAN344-12886394,2024-09-26,L'ancien ministre de la Sécurité publique a dépensé 62 millions de dollars pour un programme de rachat d'armes à feu qui n'a acheté aucune arme à feu.,FR,parliament,"{""manual_themes"": [""theme_law_and_crime"", ""theme_macroeconomics""], ""manual_sentiment"": ""sentiment_negative"", ""manual_specific_themes"": []}"
441344HAN344-12886745,2024-09-26,Le premier ministre a nommé 80 % des sénateurs.,FR,parliament,"{""manual_themes"": [""theme_governments_governance""], ""manual_sentiment"": ""sentiment_neutral"", ""manual_specific_themes"": []}"
441344HAN344-12886795,2024-09-26,"Tout ce que les conservateurs ont fait, c'est d'intimider les représentants de l'Allemagne en public.",FR,parliament,"{""manual_themes"": [""theme_international_affairs""], ""manual_sentiment"": ""sentiment_negative"", ""manual_specific_themes"": []}"
441344HAN344-12886808,2024-09-26,"Monsieur le Président, cette question nous démontre une fois de plus que le Parti conservateur ne fait pas ses devoirs et ne s'intéresse pas aux faits.",FR,parliament,"{""manual_themes"": [], ""manual_sentiment"": ""sentiment_negative"", ""manual_specific_themes"": []}"
441344HAN344-12886853,2024-09-26,Le « Bloc libéral » soutient un mauvais gouvernement pour les jeunes Québécois.Quand les jeunes pourront-ils voter pour un gouvernement qui va bâtir des logements et réparer le budget?,FR,parliament,"{""manual_themes"": [""theme_housing"", ""theme_macroeconomics""], ""manual_sentiment"": ""sentiment_negative"", ""manual_specific_themes"": []}"
441344HAN344-12887048,2024-09-26,Ce premier ministre a brisé beaucoup de promesses et mis au rencard nos aspirations.,FR,parliament,"{""manual_themes"": [""theme_governments_governance""], ""manual_sentiment"": ""sentiment_negative"", ""manual_specific_themes"": []}"
441344HAN344-12887922,2024-09-26,"Madame la Présidente, c'est un honneur et un privilège de prendre la parole à la Chambre pour m'adresser aux députés et aux Canadiens, mais je dois d'abord dire que je suis déçu que la ministre des Finances ne soit pas ici pour écouter mon premier discours.",FR,parliament,"{""manual_themes"": [""theme_macroeconomics""], ""manual_sentiment"": ""sentiment_negative"", ""manual_specific_themes"": []}"
441344HAN344-12888104,2024-09-26,C'est ce qui fait la grandeur du Canada.,FR,parliament,"{""manual_themes"": [], ""manual_sentiment"": ""sentiment_neutral"", ""manual_specific_themes"": []}"
441344HAN344-12888260,2024-09-26,"Ils ont également muselé les scientifiques pour les empêcher de parler au public des travaux scientifiques qu'ils menaient, surtout en ce qui concerne les changements climatiques.",FR,parliament,"{""manual_themes"": [""theme_education"", ""theme_environment""], ""manual_sentiment"": ""sentiment_negative"", ""manual_specific_themes"": []}"
441344HAN344-12888874,2024-09-26,The Liberals' drug policies are not working.,EN,parliament,"{""manual_themes"": [""theme_health""], ""manual_sentiment"": ""sentiment_negative"", ""manual_specific_themes"": []}"
441345HAN345-12889575,2024-09-27,"That is real incentive to act, and industry and businesses demand it.",EN,parliament,"{""manual_themes"": [""theme_domestic_commerce"", ""theme_macroeconomics""], ""manual_sentiment"": ""sentiment_neutral"", ""manual_specific_themes"": []}"
441345HAN345-12889801,2024-09-27,"Speaker, we are doing what responsible parliamentarians do.",EN,parliament,"{""manual_themes"": [""theme_governments_governance""], ""manual_sentiment"": ""sentiment_positive"", ""manual_specific_themes"": []}"
441345HAN345-12889873,2024-09-27,"There was no value for money; they wasted taxpayer dollars on an app that ultimately did not work and wrongly forced 10,000 people under house arrest for weeks.",EN,parliament,"{""manual_themes"": [""theme_law_and_crime"", ""theme_macroeconomics""], ""manual_sentiment"": ""sentiment_negative"", ""manual_specific_themes"": []}"
441345HAN345-12889888,2024-09-27,"That brought down a Liberal government, so maybe that is what they are worried about, the corruption and scandals that have been identified by departmental officials in their own government.",EN,parliament,"{""manual_themes"": [""theme_governments_governance"", ""theme_law_and_crime""], ""manual_sentiment"": ""sentiment_negative"", ""manual_specific_themes"": []}"
441345HAN345-12890048,2024-09-27,"We have had the opportunity to debate various issues with our Liberal, NDP and Bloc colleagues and we work in very close collaboration.",EN,parliament,"{""manual_themes"": [], ""manual_sentiment"": ""sentiment_positive"", ""manual_specific_themes"": []}"
441345HAN345-12890063,2024-09-27,She was the auditor general at the time.,EN,parliament,"{""manual_themes"": [], ""manual_sentiment"": ""sentiment_neutral"", ""manual_specific_themes"": []}"
441346HAN346-12890343,2024-10-01,Le gouvernement peut aussi proroger le Parlement.,FR,parliament,"{""manual_themes"": [""theme_governments_governance""], ""manual_sentiment"": ""sentiment_neutral"", ""manual_specific_themes"": []}"
