session_name,session_type,model_id,llm,category,subcategory,prefix,label_column,pipeline_name
large_20260122_171318,large,llama_political_parties_large_BQ/microsoft_mdeberta-v3-base/model,llama,political_parties,BQ,microsoft_mdeberta_v3_base_131,microsoft_mdeberta_v3_base_131_label,llama_large
large_20260122_171318,large,llama_political_parties_large_CAQ/microsoft_mdeberta-v3-base/model,llama,political_parties,CAQ,microsoft_mdeberta_v3_base_132,microsoft_mdeberta_v3_base_132_label,llama_large
large_20260122_171318,large,llama_political_parties_large_CPC/microsoft_mdeberta-v3-base/model,llama,political_parties,CPC,microsoft_mdeberta_v3_base_133,microsoft_mdeberta_v3_base_133_label,llama_large
large_20260122_171318,large,llama_political_parties_large_GPC/microsoft_mdeberta-v3-base/model,llama,political_parties,GPC,microsoft_mdeberta_v3_base_134,microsoft_mdeberta_v3_base_134_label,llama_large
large_20260122_171318,large,llama_political_parties_large_LPC/microsoft_mdeberta-v3-base/model,llama,political_parties,LPC,microsoft_mdeberta_v3_base_135,microsoft_mdeberta_v3_base_135_label,llama_large
large_20260122_171318,large,llama_political_parties_large_NDP/microsoft_mdeberta-v3-base/model,llama,political_parties,NDP,microsoft_mdeberta_v3_base_136,microsoft_mdeberta_v3_base_136_label,llama_large
large_20260122_171318,large,llama_political_parties_large_PCQ/microsoft_mdeberta-v3-base/model,llama,political_parties,PCQ,microsoft_mdeberta_v3_base_137,microsoft_mdeberta_v3_base_137_label,llama_large
large_20260122_171318,large,llama_political_parties_large_PLQ/microsoft_mdeberta-v3-base/model,llama,political_parties,PLQ,microsoft_mdeberta_v3_base_138,microsoft_mdeberta_v3_base_138_label,llama_large
large_20260122_171318,large,llama_political_parties_large_PQ/microsoft_mdeberta-v3-base/model,llama,political_parties,PQ,microsoft_mdeberta_v3_base_139,microsoft_mdeberta_v3_base_139_label,llama_large
large_20260122_171318,large,llama_political_parties_large_QS/microsoft_mdeberta-v3-base/model,llama,political_parties,QS,microsoft_mdeberta_v3_base_140,microsoft_mdeberta_v3_base_140_label,llama_large
large_20260122_171318,large,llama_sentiment_large/microsoft_mdeberta-v3-base/model,llama,sentiment,,microsoft_mdeberta_v3_base_141,microsoft_mdeberta_v3_base_141_label,llama_large
large_20260122_171318,large,llama_specific_themes_large/microsoft_mdeberta-v3-base/model,llama,specific_themes,,microsoft_mdeberta_v3_base_142,microsoft_mdeberta_v3_base_142_label,llama_large
large_20260122_171318,large,llama_themes_large_agriculture/microsoft_mdeberta-v3-base/model,llama,themes,agriculture,microsoft_mdeberta_v3_base_143,microsoft_mdeberta_v3_base_143_label,llama_large
large_20260122_171318,large,llama_themes_large_culture_nationalism/microsoft_mdeberta-v3-base/model,llama,themes,culture_nationalism,microsoft_mdeberta_v3_base_144,microsoft_mdeberta_v3_base_144_label,llama_large
large_20260122_171318,large,llama_themes_large_defense/microsoft_mdeberta-v3-base/model,llama,themes,defense,microsoft_mdeberta_v3_base_145,microsoft_mdeberta_v3_base_145_label,llama_large
large_20260122_171318,large,llama_themes_large_domestic_commerce/microsoft_mdeberta-v3-base/model,llama,themes,domestic_commerce,microsoft_mdeberta_v3_base_146,microsoft_mdeberta_v3_base_146_label,llama_large
large_20260122_171318,large,llama_themes_large_education/microsoft_mdeberta-v3-base/model,llama,themes,education,microsoft_mdeberta_v3_base_147,microsoft_mdeberta_v3_base_147_label,llama_large
large_20260122_171318,large,llama_themes_large_energy/microsoft_mdeberta-v3-base/model,llama,themes,energy,microsoft_mdeberta_v3_base_148,microsoft_mdeberta_v3_base_148_label,llama_large
large_20260122_171318,large,llama_themes_large_environment/microsoft_mdeberta-v3-base/model,llama,themes,environment,microsoft_mdeberta_v3_base_149,microsoft_mdeberta_v3_base_149_label,llama_large
large_20260122_171318,large,llama_themes_large_foreign_trade/microsoft_mdeberta-v3-base/model,llama,themes,foreign_trade,microsoft_mdeberta_v3_base_150,microsoft_mdeberta_v3_base_150_label,llama_large
large_20260122_171318,large,llama_themes_large_governments_governance/microsoft_mdeberta-v3-base/model,llama,themes,governments_governance,microsoft_mdeberta_v3_base_151,microsoft_mdeberta_v3_base_151_label,llama_large
large_20260122_171318,large,llama_themes_large_health/microsoft_mdeberta-v3-base/model,llama,themes,health,microsoft_mdeberta_v3_base_152,microsoft_mdeberta_v3_base_152_label,llama_large
large_20260122_171318,large,llama_themes_large_housing/microsoft_mdeberta-v3-base/model,llama,themes,housing,microsoft_mdeberta_v3_base_153,microsoft_mdeberta_v3_base_153_label,llama_large
large_20260122_171318,large,llama_themes_large_immigration/microsoft_mdeberta-v3-base/model,llama,themes,immigration,microsoft_mdeberta_v3_base_154,microsoft_mdeberta_v3_base_154_label,llama_large
large_20260122_171318,large,llama_themes_large_indigenous_affairs/microsoft_mdeberta-v3-base/model,llama,themes,indigenous_affairs,microsoft_mdeberta_v3_base_155,microsoft_mdeberta_v3_base_155_label,llama_large
large_20260122_171318,large,llama_themes_large_international_affairs/microsoft_mdeberta-v3-base/model,llama,themes,international_affairs,microsoft_mdeberta_v3_base_156,microsoft_mdeberta_v3_base_156_label,llama_large
large_20260122_171318,large,llama_themes_large_labor/microsoft_mdeberta-v3-base/model,llama,themes,labor,microsoft_mdeberta_v3_base_157,microsoft_mdeberta_v3_base_157_label,llama_large
large_20260122_171318,large,llama_themes_large_law_and_crime/microsoft_mdeberta-v3-base/model,llama,themes,law_and_crime,microsoft_mdeberta_v3_base_158,microsoft_mdeberta_v3_base_158_label,llama_large
large_20260122_171318,large,llama_themes_large_macroeconomics/microsoft_mdeberta-v3-base/model,llama,themes,macroeconomics,microsoft_mdeberta_v3_base_159,microsoft_mdeberta_v3_base_159_label,llama_large
large_20260122_171318,large,llama_themes_large_public_lands/microsoft_mdeberta-v3-base/model,llama,themes,public_lands,microsoft_mdeberta_v3_base_160,microsoft_mdeberta_v3_base_160_label,llama_large
large_20260122_171318,large,llama_themes_large_rights_liberties_minorities_discrimination/microsoft_mdeberta-v3-base/model,llama,themes,rights_liberties_minorities_discrimination,microsoft_mdeberta_v3_base_161,microsoft_mdeberta_v3_base_161_label,llama_large
large_20260122_171318,large,llama_themes_large_social_welfare/microsoft_mdeberta-v3-base/model,llama,themes,social_welfare,microsoft_mdeberta_v3_base_162,microsoft_mdeberta_v3_base_162_label,llama_large
large_20260122_171318,large,llama_themes_large_technology/microsoft_mdeberta-v3-base/model,llama,themes,technology,microsoft_mdeberta_v3_base_163,microsoft_mdeberta_v3_base_163_label,llama_large
large_20260122_171318,large,llama_themes_large_transportation/microsoft_mdeberta-v3-base/model,llama,themes,transportation,microsoft_mdeberta_v3_base_164,microsoft_mdeberta_v3_base_164_label,llama_large
large_20260122_171318,large,nemotron_political_parties_large_BQ/microsoft_mdeberta-v3-base/model,nemotron,political_parties,BQ,microsoft_mdeberta_v3_base_165,microsoft_mdeberta_v3_base_165_label,nemotron_large
large_20260122_171318,large,nemotron_political_parties_large_CAQ/microsoft_mdeberta-v3-base/model,nemotron,political_parties,CAQ,microsoft_mdeberta_v3_base_166,microsoft_mdeberta_v3_base_166_label,nemotron_large
large_20260122_171318,large,nemotron_political_parties_large_CPC/microsoft_mdeberta-v3-base/model,nemotron,political_parties,CPC,microsoft_mdeberta_v3_base_167,microsoft_mdeberta_v3_base_167_label,nemotron_large
large_20260122_171318,large,nemotron_political_parties_large_GPC/microsoft_mdeberta-v3-base/model,nemotron,political_parties,GPC,microsoft_mdeberta_v3_base_168,microsoft_mdeberta_v3_base_168_label,nemotron_large
large_20260122_171318,large,nemotron_political_parties_large_LPC/microsoft_mdeberta-v3-base/model,nemotron,political_parties,LPC,microsoft_mdeberta_v3_base_169,microsoft_mdeberta_v3_base_169_label,nemotron_large
large_20260122_171318,large,nemotron_political_parties_large_NDP/microsoft_mdeberta-v3-base/model,nemotron,political_parties,NDP,microsoft_mdeberta_v3_base_170,microsoft_mdeberta_v3_base_170_label,nemotron_large
large_20260122_171318,large,nemotron_political_parties_large_PCQ/microsoft_mdeberta-v3-base/model,nemotron,political_parties,PCQ,microsoft_mdeberta_v3_base_171,microsoft_mdeberta_v3_base_171_label,nemotron_large
large_20260122_171318,large,nemotron_political_parties_large_PLQ/microsoft_mdeberta-v3-base/model,nemotron,political_parties,PLQ,microsoft_mdeberta_v3_base_172,microsoft_mdeberta_v3_base_172_label,nemotron_large
large_20260122_171318,large,nemotron_political_parties_large_PQ/microsoft_mdeberta-v3-base/model,nemotron,political_parties,PQ,microsoft_mdeberta_v3_base_173,microsoft_mdeberta_v3_base_173_label,nemotron_large
large_20260122_171318,large,nemotron_political_parties_large_QS/microsoft_mdeberta-v3-base/model,nemotron,political_parties,QS,microsoft_mdeberta_v3_base_174,microsoft_mdeberta_v3_base_174_label,nemotron_large
large_20260122_171318,large,nemotron_sentiment_large/microsoft_mdeberta-v3-base/model,nemotron,sentiment,,microsoft_mdeberta_v3_base_175,microsoft_mdeberta_v3_base_175_label,nemotron_large
large_20260122_171318,large,nemotron_specific_themes_large/microsoft_mdeberta-v3-base/model,nemotron,specific_themes,,microsoft_mdeberta_v3_base_176,microsoft_mdeberta_v3_base_176_label,nemotron_large
large_20260122_171318,large,nemotron_themes_large_agriculture/microsoft_mdeberta-v3-base/model,nemotron,themes,agriculture,microsoft_mdeberta_v3_base_177,microsoft_mdeberta_v3_base_177_label,nemotron_large
large_20260122_171318,large,nemotron_themes_large_culture_nationalism/microsoft_mdeberta-v3-base/model,nemotron,themes,culture_nationalism,microsoft_mdeberta_v3_base_178,microsoft_mdeberta_v3_base_178_label,nemotron_large
large_20260122_171318,large,nemotron_themes_large_defense/microsoft_mdeberta-v3-base/model,nemotron,themes,defense,microsoft_mdeberta_v3_base_179,microsoft_mdeberta_v3_base_179_label,nemotron_large
large_20260122_171318,large,nemotron_themes_large_domestic_commerce/microsoft_mdeberta-v3-base/model,nemotron,themes,domestic_commerce,microsoft_mdeberta_v3_base_180,microsoft_mdeberta_v3_base_180_label,nemotron_large
large_20260122_171318,large,nemotron_themes_large_education/microsoft_mdeberta-v3-base/model,nemotron,themes,education,microsoft_mdeberta_v3_base_181,microsoft_mdeberta_v3_base_181_label,nemotron_large
large_20260122_171318,large,nemotron_themes_large_energy/microsoft_mdeberta-v3-base/model,nemotron,themes,energy,microsoft_mdeberta_v3_base_182,microsoft_mdeberta_v3_base_182_label,nemotron_large
large_20260122_171318,large,nemotron_themes_large_environment/microsoft_mdeberta-v3-base/model,nemotron,themes,environment,microsoft_mdeberta_v3_base_183,microsoft_mdeberta_v3_base_183_label,nemotron_large
large_20260122_171318,large,nemotron_themes_large_foreign_trade/microsoft_mdeberta-v3-base/model,nemotron,themes,foreign_trade,microsoft_mdeberta_v3_base_184,microsoft_mdeberta_v3_base_184_label,nemotron_large
large_20260122_171318,large,nemotron_themes_large_governments_governance/microsoft_mdeberta-v3-base/model,nemotron,themes,governments_governance,microsoft_mdeberta_v3_base_185,microsoft_mdeberta_v3_base_185_label,nemotron_large
large_20260122_171318,large,nemotron_themes_large_health/microsoft_mdeberta-v3-base/model,nemotron,themes,health,microsoft_mdeberta_v3_base_186,microsoft_mdeberta_v3_base_186_label,nemotron_large
large_20260122_171318,large,nemotron_themes_large_housing/microsoft_mdeberta-v3-base/model,nemotron,themes,housing,microsoft_mdeberta_v3_base_187,microsoft_mdeberta_v3_base_187_label,nemotron_large
large_20260122_171318,large,nemotron_themes_large_immigration/microsoft_mdeberta-v3-base/model,nemotron,themes,immigration,microsoft_mdeberta_v3_base_188,microsoft_mdeberta_v3_base_188_label,nemotron_large
large_20260122_171318,large,nemotron_themes_large_indigenous_affairs/microsoft_mdeberta-v3-base/model,nemotron,themes,indigenous_affairs,microsoft_mdeberta_v3_base_189,microsoft_mdeberta_v3_base_189_label,nemotron_large
large_20260122_171318,large,nemotron_themes_large_international_affairs/microsoft_mdeberta-v3-base/model,nemotron,themes,international_affairs,microsoft_mdeberta_v3_base_190,microsoft_mdeberta_v3_base_190_label,nemotron_large
large_20260122_171318,large,nemotron_themes_large_labor/microsoft_mdeberta-v3-base/model,nemotron,themes,labor,microsoft_mdeberta_v3_base_191,microsoft_mdeberta_v3_base_191_label,nemotron_large
large_20260122_171318,large,nemotron_themes_large_law_and_crime/microsoft_mdeberta-v3-base/model,nemotron,themes,law_and_crime,microsoft_mdeberta_v3_base_192,microsoft_mdeberta_v3_base_192_label,nemotron_large
large_20260122_171318,large,nemotron_themes_large_macroeconomics/microsoft_mdeberta-v3-base/model,nemotron,themes,macroeconomics,microsoft_mdeberta_v3_base_193,microsoft_mdeberta_v3_base_193_label,nemotron_large
large_20260122_171318,large,nemotron_themes_large_public_lands/microsoft_mdeberta-v3-base/model,nemotron,themes,public_lands,microsoft_mdeberta_v3_base_194,microsoft_mdeberta_v3_base_194_label,nemotron_large
large_20260122_171318,large,nemotron_themes_large_rights_liberties_minorities_discrimination/microsoft_mdeberta-v3-base/model,nemotron,themes,rights_liberties_minorities_discrimination,microsoft_mdeberta_v3_base_195,microsoft_mdeberta_v3_base_195_label,nemotron_large
large_20260122_171318,large,nemotron_themes_large_social_welfare/microsoft_mdeberta-v3-base/model,nemotron,themes,social_welfare,microsoft_mdeberta_v3_base_196,microsoft_mdeberta_v3_base_196_label,nemotron_large
large_20260122_171318,large,nemotron_themes_large_technology/microsoft_mdeberta-v3-base/model,nemotron,themes,technology,microsoft_mdeberta_v3_base_197,microsoft_mdeberta_v3_base_197_label,nemotron_large
large_20260122_171318,large,nemotron_themes_large_transportation/microsoft_mdeberta-v3-base/model,nemotron,themes,transportation,microsoft_mdeberta_v3_base_198,microsoft_mdeberta_v3_base_198_label,nemotron_large
manual_20260122_165540,manual,manual_themes_theme_transportation/microsoft_mdeberta-v3-base/model,manual,themes,transportation,microsoft_mdeberta_v3_base,microsoft_mdeberta_v3_base_label,manual_manual
manual_20260122_165540,manual,manual_themes_theme_technology/microsoft_mdeberta-v3-base/model,manual,themes,technology,microsoft_mdeberta_v3_base_2,microsoft_mdeberta_v3_base_2_label,manual_manual
manual_20260122_165540,manual,manual_themes_theme_social_welfare/microsoft_mdeberta-v3-base/model,manual,themes,social_welfare,microsoft_mdeberta_v3_base_3,microsoft_mdeberta_v3_base_3_label,manual_manual
manual_20260122_165540,manual,manual_themes_theme_rights_liberties_minorities_discrimination/microsoft_mdeberta-v3-base/model,manual,themes,rights_liberties_minorities_discrimination,microsoft_mdeberta_v3_base_4,microsoft_mdeberta_v3_base_4_label,manual_manual
manual_20260122_165540,manual,manual_themes_theme_public_lands/microsoft_mdeberta-v3-base/model,manual,themes,public_lands,microsoft_mdeberta_v3_base_5,microsoft_mdeberta_v3_base_5_label,manual_manual
manual_20260122_165540,manual,manual_themes_theme_macroeconomics/microsoft_mdeberta-v3-base/model,manual,themes,macroeconomics,microsoft_mdeberta_v3_base_6,microsoft_mdeberta_v3_base_6_label,manual_manual
manual_20260122_165540,manual,manual_themes_theme_law_and_crime/microsoft_mdeberta-v3-base/model,manual,themes,law_and_crime,microsoft_mdeberta_v3_base_7,microsoft_mdeberta_v3_base_7_label,manual_manual
manual_20260122_165540,manual,manual_themes_theme_labor/microsoft_mdeberta-v3-base/model,manual,themes,labor,microsoft_mdeberta_v3_base_8,microsoft_mdeberta_v3_base_8_label,manual_manual
manual_20260122_165540,manual,manual_themes_theme_international_affairs/microsoft_mdeberta-v3-base/model,manual,themes,international_affairs,microsoft_mdeberta_v3_base_9,microsoft_mdeberta_v3_base_9_label,manual_manual
manual_20260122_165540,manual,manual_themes_theme_immigration/microsoft_mdeberta-v3-base/model,manual,themes,immigration,microsoft_mdeberta_v3_base_10,microsoft_mdeberta_v3_base_10_label,manual_manual
manual_20260122_165540,manual,manual_themes_theme_housing/microsoft_mdeberta-v3-base/model,manual,themes,housing,microsoft_mdeberta_v3_base_11,microsoft_mdeberta_v3_base_11_label,manual_manual
manual_20260122_165540,manual,manual_themes_theme_health/microsoft_mdeberta-v3-base/model,manual,themes,health,microsoft_mdeberta_v3_base_12,microsoft_mdeberta_v3_base_12_label,manual_manual
manual_20260122_165540,manual,manual_themes_theme_foreign_trade/microsoft_mdeberta-v3-base/model,manual,themes,foreign_trade,microsoft_mdeberta_v3_base_13,microsoft_mdeberta_v3_base_13_label,manual_manual
manual_20260122_165540,manual,manual_themes_theme_environment/microsoft_mdeberta-v3-base/model,manual,themes,environment,microsoft_mdeberta_v3_base_14,microsoft_mdeberta_v3_base_14_label,manual_manual
manual_20260122_165540,manual,manual_themes_theme_energy/microsoft_mdeberta-v3-base/model,manual,themes,energy,microsoft_mdeberta_v3_base_15,microsoft_mdeberta_v3_base_15_label,manual_manual
manual_20260122_165540,manual,manual_themes_theme_education/microsoft_mdeberta-v3-base/model,manual,themes,education,microsoft_mdeberta_v3_base_16,microsoft_mdeberta_v3_base_16_label,manual_manual
manual_20260122_165540,manual,manual_themes_theme_domestic_commerce/microsoft_mdeberta-v3-base/model,manual,themes,domestic_commerce,microsoft_mdeberta_v3_base_17,microsoft_mdeberta_v3_base_17_label,manual_manual
manual_20260122_165540,manual,manual_themes_theme_defense/microsoft_mdeberta-v3-base/model,manual,themes,defense,microsoft_mdeberta_v3_base_18,microsoft_mdeberta_v3_base_18_label,manual_manual
manual_20260122_165540,manual,manual_themes_theme_culture_nationalism/microsoft_mdeberta-v3-base/model,manual,themes,culture_nationalism,microsoft_mdeberta_v3_base_19,microsoft_mdeberta_v3_base_19_label,manual_manual
manual_20260122_165540,manual,manual_themes_theme_agriculture/microsoft_mdeberta-v3-base/model,manual,themes,agriculture,microsoft_mdeberta_v3_base_20,microsoft_mdeberta_v3_base_20_label,manual_manual
manual_20260122_165540,manual,manual_specific_themes/microsoft_mdeberta-v3-base/model,manual,specific_themes,,microsoft_mdeberta_v3_base_21,microsoft_mdeberta_v3_base_21_label,manual_manual
manual_20260122_165540,manual,manual_sentiment/microsoft_mdeberta-v3-base/model,manual,sentiment,,microsoft_mdeberta_v3_base_22,microsoft_mdeberta_v3_base_22_label,manual_manual
manual_20260122_165540,manual,manual_themes_theme_governments_governance/microsoft_mdeberta-v3-base/model,manual,themes,governments_governance,microsoft_mdeberta_v3_base_23,microsoft_mdeberta_v3_base_23_label,manual_manual
small_20260122_190816,small,nemotron_themes_large_transportation/bert-base-multilingual-cased/model,nemotron,themes,transportation,bert_base_multilingual_cased,bert_base_multilingual_cased_label,nemotron_small
small_20260122_190816,small,nemotron_themes_large_technology/bert-base-multilingual-cased/model,nemotron,themes,technology,bert_base_multilingual_cased_2,bert_base_multilingual_cased_2_label,nemotron_small
small_20260122_190816,small,nemotron_themes_large_social_welfare/bert-base-multilingual-cased/model,nemotron,themes,social_welfare,bert_base_multilingual_cased_3,bert_base_multilingual_cased_3_label,nemotron_small
small_20260122_190816,small,nemotron_themes_large_rights_liberties_minorities_discrimination/bert-base-multilingual-cased/model,nemotron,themes,rights_liberties_minorities_discrimination,bert_base_multilingual_cased_4,bert_base_multilingual_cased_4_label,nemotron_small
small_20260122_190816,small,nemotron_themes_large_public_lands/bert-base-multilingual-cased/model,nemotron,themes,public_lands,bert_base_multilingual_cased_5,bert_base_multilingual_cased_5_label,nemotron_small
small_20260122_190816,small,nemotron_themes_large_macroeconomics/bert-base-multilingual-cased/model,nemotron,themes,macroeconomics,bert_base_multilingual_cased_6,bert_base_multilingual_cased_6_label,nemotron_small
small_20260122_190816,small,nemotron_themes_large_law_and_crime/bert-base-multilingual-cased/model,nemotron,themes,law_and_crime,bert_base_multilingual_cased_7,bert_base_multilingual_cased_7_label,nemotron_small
small_20260122_190816,small,nemotron_themes_large_labor/bert-base-multilingual-cased/model,nemotron,themes,labor,bert_base_multilingual_cased_8,bert_base_multilingual_cased_8_label,nemotron_small
small_20260122_190816,small,nemotron_themes_large_international_affairs/bert-base-multilingual-cased/model,nemotron,themes,international_affairs,bert_base_multilingual_cased_9,bert_base_multilingual_cased_9_label,nemotron_small
small_20260122_190816,small,nemotron_themes_large_indigenous_affairs/bert-base-multilingual-cased/model,nemotron,themes,indigenous_affairs,bert_base_multilingual_cased_10,bert_base_multilingual_cased_10_label,nemotron_small
small_20260122_190816,small,nemotron_themes_large_immigration/bert-base-multilingual-cased/model,nemotron,themes,immigration,bert_base_multilingual_cased_11,bert_base_multilingual_cased_11_label,nemotron_small
small_20260122_190816,small,nemotron_themes_large_housing/bert-base-multilingual-cased/model,nemotron,themes,housing,bert_base_multilingual_cased_12,bert_base_multilingual_cased_12_label,nemotron_small
small_20260122_190816,small,nemotron_themes_large_health/bert-base-multilingual-cased/model,nemotron,themes,health,bert_base_multilingual_cased_13,bert_base_multilingual_cased_13_label,nemotron_small
small_20260122_190816,small,nemotron_themes_large_governments_governance/bert-base-multilingual-cased/model,nemotron,themes,governments_governance,bert_base_multilingual_cased_14,bert_base_multilingual_cased_14_label,nemotron_small
small_20260122_190816,small,nemotron_themes_large_foreign_trade/bert-base-multilingual-cased/model,nemotron,themes,foreign_trade,bert_base_multilingual_cased_15,bert_base_multilingual_cased_15_label,nemotron_small
small_20260122_190816,small,nemotron_themes_large_environment/bert-base-multilingual-cased/model,nemotron,themes,environment,bert_base_multilingual_cased_16,bert_base_multilingual_cased_16_label,nemotron_small
small_20260122_190816,small,nemotron_themes_large_energy/bert-base-multilingual-cased/model,nemotron,themes,energy,bert_base_multilingual_cased_17,bert_base_multilingual_cased_17_label,nemotron_small
small_20260122_190816,small,nemotron_themes_large_education/bert-base-multilingual-cased/model,nemotron,themes,education,bert_base_multilingual_cased_18,bert_base_multilingual_cased_18_label,nemotron_small
small_20260122_190816,small,nemotron_themes_large_domestic_commerce/bert-base-multilingual-cased/model,nemotron,themes,domestic_commerce,bert_base_multilingual_cased_19,bert_base_multilingual_cased_19_label,nemotron_small
small_20260122_190816,small,nemotron_themes_large_defense/bert-base-multilingual-cased/model,nemotron,themes,defense,bert_base_multilingual_cased_20,bert_base_multilingual_cased_20_label,nemotron_small
small_20260122_190816,small,nemotron_themes_large_culture_nationalism/bert-base-multilingual-cased/model,nemotron,themes,culture_nationalism,bert_base_multilingual_cased_21,bert_base_multilingual_cased_21_label,nemotron_small
small_20260122_190816,small,nemotron_themes_large_agriculture/bert-base-multilingual-cased/model,nemotron,themes,agriculture,bert_base_multilingual_cased_22,bert_base_multilingual_cased_22_label,nemotron_small
small_20260122_190816,small,nemotron_specific_themes_large/bert-base-multilingual-cased/model,nemotron,specific_themes,,bert_base_multilingual_cased_23,bert_base_multilingual_cased_23_label,nemotron_small
small_20260122_190816,small,nemotron_sentiment_large/bert-base-multilingual-cased/model,nemotron,sentiment,,bert_base_multilingual_cased_24,bert_base_multilingual_cased_24_label,nemotron_small
small_20260122_190816,small,nemotron_political_parties_large_QS/bert-base-multilingual-cased/model,nemotron,political_parties,QS,bert_base_multilingual_cased_25,bert_base_multilingual_cased_25_label,nemotron_small
small_20260122_190816,small,nemotron_political_parties_large_PQ/bert-base-multilingual-cased/model,nemotron,political_parties,PQ,bert_base_multilingual_cased_26,bert_base_multilingual_cased_26_label,nemotron_small
small_20260122_190816,small,nemotron_political_parties_large_PLQ/bert-base-multilingual-cased/model,nemotron,political_parties,PLQ,bert_base_multilingual_cased_27,bert_base_multilingual_cased_27_label,nemotron_small
small_20260122_190816,small,nemotron_political_parties_large_PCQ/bert-base-multilingual-cased/model,nemotron,political_parties,PCQ,bert_base_multilingual_cased_28,bert_base_multilingual_cased_28_label,nemotron_small
small_20260122_190816,small,nemotron_political_parties_large_NDP/bert-base-multilingual-cased/model,nemotron,political_parties,NDP,bert_base_multilingual_cased_29,bert_base_multilingual_cased_29_label,nemotron_small
small_20260122_190816,small,nemotron_political_parties_large_LPC/bert-base-multilingual-cased/model,nemotron,political_parties,LPC,bert_base_multilingual_cased_30,bert_base_multilingual_cased_30_label,nemotron_small
small_20260122_190816,small,nemotron_political_parties_large_GPC/bert-base-multilingual-cased/model,nemotron,political_parties,GPC,bert_base_multilingual_cased_31,bert_base_multilingual_cased_31_label,nemotron_small
small_20260122_190816,small,nemotron_political_parties_large_CPC/bert-base-multilingual-cased/model,nemotron,political_parties,CPC,bert_base_multilingual_cased_32,bert_base_multilingual_cased_32_label,nemotron_small
small_20260122_190816,small,nemotron_political_parties_large_CAQ/bert-base-multilingual-cased/model,nemotron,political_parties,CAQ,bert_base_multilingual_cased_33,bert_base_multilingual_cased_33_label,nemotron_small
small_20260122_190816,small,nemotron_political_parties_large_BQ/bert-base-multilingual-cased/model,nemotron,political_parties,BQ,bert_base_multilingual_cased_34,bert_base_multilingual_cased_34_label,nemotron_small
small_20260122_190816,small,llama_themes_large_transportation/bert-base-multilingual-cased/model,llama,themes,transportation,bert_base_multilingual_cased_35,bert_base_multilingual_cased_35_label,llama_small
small_20260122_190816,small,llama_themes_large_technology/bert-base-multilingual-cased/model,llama,themes,technology,bert_base_multilingual_cased_36,bert_base_multilingual_cased_36_label,llama_small
small_20260122_190816,small,llama_themes_large_social_welfare/bert-base-multilingual-cased/model,llama,themes,social_welfare,bert_base_multilingual_cased_37,bert_base_multilingual_cased_37_label,llama_small
small_20260122_190816,small,llama_themes_large_rights_liberties_minorities_discrimination/bert-base-multilingual-cased/model,llama,themes,rights_liberties_minorities_discrimination,bert_base_multilingual_cased_38,bert_base_multilingual_cased_38_label,llama_small
small_20260122_190816,small,llama_themes_large_public_lands/bert-base-multilingual-cased/model,llama,themes,public_lands,bert_base_multilingual_cased_39,bert_base_multilingual_cased_39_label,llama_small
small_20260122_190816,small,llama_themes_large_macroeconomics/bert-base-multilingual-cased/model,llama,themes,macroeconomics,bert_base_multilingual_cased_40,bert_base_multilingual_cased_40_label,llama_small
small_20260122_190816,small,llama_themes_large_law_and_crime/bert-base-multilingual-cased/model,llama,themes,law_and_crime,bert_base_multilingual_cased_41,bert_base_multilingual_cased_41_label,llama_small
small_20260122_190816,small,llama_themes_large_labor/bert-base-multilingual-cased/model,llama,themes,labor,bert_base_multilingual_cased_42,bert_base_multilingual_cased_42_label,llama_small
small_20260122_190816,small,llama_themes_large_international_affairs/bert-base-multilingual-cased/model,llama,themes,international_affairs,bert_base_multilingual_cased_43,bert_base_multilingual_cased_43_label,llama_small
small_20260122_190816,small,llama_themes_large_indigenous_affairs/bert-base-multilingual-cased/model,llama,themes,indigenous_affairs,bert_base_multilingual_cased_44,bert_base_multilingual_cased_44_label,llama_small
small_20260122_190816,small,llama_themes_large_immigration/bert-base-multilingual-cased/model,llama,themes,immigration,bert_base_multilingual_cased_45,bert_base_multilingual_cased_45_label,llama_small
small_20260122_190816,small,llama_themes_large_housing/bert-base-multilingual-cased/model,llama,themes,housing,bert_base_multilingual_cased_46,bert_base_multilingual_cased_46_label,llama_small
small_20260122_190816,small,llama_themes_large_health/bert-base-multilingual-cased/model,llama,themes,health,bert_base_multilingual_cased_47,bert_base_multilingual_cased_47_label,llama_small
small_20260122_190816,small,llama_themes_large_governments_governance/bert-base-multilingual-cased/model,llama,themes,governments_governance,bert_base_multilingual_cased_48,bert_base_multilingual_cased_48_label,llama_small
small_20260122_190816,small,llama_themes_large_foreign_trade/bert-base-multilingual-cased/model,llama,themes,foreign_trade,bert_base_multilingual_cased_49,bert_base_multilingual_cased_49_label,llama_small
small_20260122_190816,small,llama_themes_large_energy/bert-base-multilingual-cased/model,llama,themes,energy,bert_base_multilingual_cased_50,bert_base_multilingual_cased_50_label,llama_small
small_20260122_190816,small,llama_themes_large_education/bert-base-multilingual-cased/model,llama,themes,education,bert_base_multilingual_cased_51,bert_base_multilingual_cased_51_label,llama_small
small_20260122_190816,small,llama_themes_large_domestic_commerce/bert-base-multilingual-cased/model,llama,themes,domestic_commerce,bert_base_multilingual_cased_52,bert_base_multilingual_cased_52_label,llama_small
small_20260122_190816,small,llama_themes_large_defense/bert-base-multilingual-cased/model,llama,themes,defense,bert_base_multilingual_cased_53,bert_base_multilingual_cased_53_label,llama_small
